Zve32d,V,"embedded vector computation (32-bit integer, 64 bit fp)",unpriv,,F or Zfinx,,y,2021,,n,n,n,n,n,n,n,n,n,n,,,,,dev?,n,, ,,,,,
Zve32f,V,"embedded vector computation (32-bit integer, 32 bit fp)",unpriv,,,,y,2021,,n,n,n,n,n,n,n,n,n,n,,,,,dev?,n,y,y,rvv-next branch,,y,,y
Zve32x,V,embedded vector computation (32-bit integer),unpriv,,D or Zdinx,,y,2021,,n,n,n,n,n,n,n,n,n,n,,,,,dev?,n,y,y,rvv-next branch,,y,,y
Zve64d,V,"embedded vector computation (64-bit integer, 64 bit fp)",unpriv,,F or Zfinx,,y,2021,,n,n,n,n,n,n,n,n,n,n,,,,,dev?,n,y,y,rvv-next branch,,y,,y
Zve64f,V,"embedded vector computation (64-bit integer, 32 bit fp)",unpriv,,,,y,2021,,n,n,n,n,n,n,n,n,n,n,,,,,dev?,n,y,y,rvv-next branch,,y,,y
Zve64x,V,embedded vector computation (64-bit integer),unpriv,,,,y,2021,,n,n,n,n,n,n,n,n,n,n,,,,,dev?,n,y,y,rvv-next branch,,y,,y
Zvf,Zvf,Vector IEEE FP16 arithmetic,unpriv,,,,n,2024,,n,n,n,n,n,n,n,n,n,n,,,,,n,n,,,,,,,
Zvfbfmin,Zvfbfmin,Vector BF16 FP conversions,unpriv,,Zfbfmin,,y,2024,June,n,n,n,n,n,o,o,o,o,o,,,,,n,dev,,,,,,,
Zvfbfwma,Zvfbfwma,Vector BF16 FP widening mul-add,unpriv,,Zvfbfmin,,y,2023,June,n,n,n,n,n,o,o,o,o,o,,,,,n,dev,,,,,,,
Zvfh ,,Vector FP16 instructions,unpriv,,,,y,2023,,n,n,n,n,n,o,o,o,o,o,,,,,,n,,,,,,,
Zvfhmin,Zvfhmin,Vector FP16 conversion instructions,unpriv,,,,y,2023,,n,n,n,n,n,o,m,m,o,o,,,,,n,n,,,,,,,
Zvk,Crypto vector,Vector crypto (rollup),unpriv,"Zvkng, Zvksg, Zvbb, Zvbc",,,y,2023,,n,n,n,n,n,n,n,n,n,n,,m,m,,n,dev,,,,,,,
Zvkb,Crypto vector,"Vector bitmanip -- crypto-useful subset of Zvbb (AND, ROL, ROR, REV)",unpriv,,,,y,2023,,n,n,n,n,n,o,o,o,o,o,,,,,n,dev,,,,,,,
Zvkg,Crypto vector,Vector Crypto GHASH,unpriv,,,,y,2023,,n,n,n,n,n,n,n,n,o,o,,,,,n,dev,,,,,,,
Zvkgs,,Vector Crypto add'l extensions,unpriv,,,,n,(2024),,n,n,n,n,n,n,n,n,n,n,,?,?,,,,,,,,,,
Zvkn,Crypto vector,Vector crypto NIST algorithms,unpriv,"Zvkned, Zvknhb, Zvkb, Zvkt",,,y,2023,,n,n,n,n,n,n,n,n,o,o,,,,,n,dev,,,,,,,
Zvknc,Crypto vector,Vector crypto NIST: AES w/carryless multiply,unpriv,"Zvkn, Zvbc",,,y,2023,,n,n,n,n,n,n,n,n,o,o,,,,,n,dev,,,,,,,
Zvkned,Crypto vector,Vector crypto NIST: AES,unpriv,,,,y,2023,,n,n,n,n,n,n,n,n,n,n,,,,,n,dev,,,,,,,
Zvknf,Zvknf,Vector crypto NIST: all-rounds AES,unpriv,,,,n,future,,n,n,n,n,n,n,n,n,n,n,,,,,n,,,,,,,,
Zvkng,Crypto vector,Vector crypto NIST algorithms  w/GHASH,unpriv,"Zvkg, Zvkn",,,y,2023,,n,n,n,n,n,o,o,o,o,o,,,,,n,dev,,,,,,,
Zvknha,Crypto vector,Vector crypto NIST: SHA256,unpriv,,,,y,2023,,n,n,n,n,n,n,n,n,n,n,,,,,n,dev,,,,,,,
Zvknhb,Crypto vector,Vector crypto NIST: SHA512,unpriv,,,,y,2023,,n,n,n,n,n,n,n,n,n,n,,,,,n,dev,,,,,,,
Zvks,Crypto vector,Vector crypto ShangMi algorithms,unpriv,"Zvksed, Zvksh, Zvkb, Zvkt",,,y,2023,,n,n,n,n,n,n,n,n,o,o,,,,,n,dev,,,,,,,
Zvksc,Crypto vector,Vector crypto ShangMi algorithms w/carryless multiply,unpriv,"Zvks, Zvbc",,,y,2023,,n,n,n,n,n,n,n,n,o,o,,,,,n,dev,,,,,,,
Zvksed,Crypto vector,Vector crypto ShangMi: SM4,unpriv,,,,y,2023,,n,n,n,n,n,n,n,n,n,n,,,,,n,dev,,,,,,,
Zvksg,Crypto vector,Vector crypto ShangMi algorithms w/GHASH,unpriv,"Zvkg, Zvks",,,y,2023,,n,n,n,n,n,o,o,o,o,o,,,,,n,dev,,,,,,,
Zvksh,Crypto vector,Vector crypto ShangMi: SM3 secure hash,unpriv,,,,y,2023,,n,n,n,n,n,n,n,n,n,n,,,,,n,dev,,,,,,,
Zvkt,Crypto vector,Vector data-independent execution time,unpriv,,,,y,2023,,n,n,n,n,n,n,n,n,n,n,,,,,n,dev,,,,,,,
FINAL ROW,,do not move this row. always insert above. appreciate if you add them in the place that keeps the table sorted by column A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Bill McSpadden imports columns A-H (maybe I, also?) into other tools ... so be careful not to move them (or insert new columns before H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unique ratification packs (groups approved by the board often in one spec),,,,,,,,"ratification counts, by year",,,,,,,,,,,,,,,,,,,,,,,,
2019,4,,,,,,,2019,,13,,,,,,,,,,,,,,,,QEMU through binutils columns maintained by Isaac Chute,,,,,,
2020,0,,,,,,,2020,,0,,,,,,,,,,,,,,,SAIL column maintained by Bill Traynor and Bill McSpadden,,,,,,,
2021,18,,,,,,,2021,,55,,,,,,,,,,,,,,ACT column maintained by Allen Baum and Bill McSpadden,,,,,,,,
2022,6,,,,,,,2022,,7,,,,,,,,,,,,,,,,,,,,,,
2023,11,,,,,,,2023,,50,,,,,,,,,,,,,,,,,,,,,,
2024,10,,,,,,,2024,,30,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(2023),,1," (expected to be ratified in 2023, but not yet ratified)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(2024),,6," (expected to be ratified in 2024, but not yet ratified)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(2025),,0," (expected to be ratified in 2025, but not yet ratified)",,,,,,,,,,,,,,,,,,,,,
